title	price	link
2003 2004 2005 2006 Toyota Matrix Transfer Case Assembly OEM	$259.99	https://www.ebay.com/itm/404783065419?hash=item5e3ef3694b:g:Cj0AAOSwmERlwUt7&itmprp=enc%3AAQAJAAAA0LgABYp%2Fs4IxQAQgqNqd4shS8HoPsfnHb7%2FBm2BwefFZh%2FfvA%2BqZiAsd2udpbQGPcR7LBxSy4Uwje0d7B5SOnbeJfwtWpqeolAysuSA0lG60BvfX%2FcHxOOKtfjKd5RfTbQkOyBv8xW%2Byd6IH7IBBQvBcS2Kn%2Fm5BU0plpd3nD1la1AX%2B2i2txd8W99vbneCWLHqc%2BK0JQTiU%2FljYCkQxKucfw3yVuT%2FApYrCvf67yZ3hlYGeg%2FR0cbGbdF2BtYtIOP9%2Bwnv6B4ebLMGvejq5GnE%3D%7Ctkp%3ABk9SR9igyLbqYw
Fits: 2003-2006 Toyota Matrix XR AWD 1.8L Cat Converter With Resonator & Muffler	$320.00	https://www.ebay.com/itm/195583294709?hash=item2d89ac3cf5:g:xL4AAOSwDChj3Tph&itmprp=enc%3AAQAJAAAA0GZe98CcukV6L3LwKG4NIo1ZhUcTAOf6oIwcUDOplg4CpPwm%2BD6NEEjwxQBDyx%2Bgm%2Fkcfso22NbkfM3hBAZgTBB%2BwtPwDsIAIdq9S9VylxGvgGE%2BvfPtBV0Q5kOLJ9Abk9DzRWPpIPfw%2FdSnoT2ZIh6W5IRNyMejMqB0bKAbkIPMRrKw%2F4UDgB16D0fz%2BwS5%2FvPJpCz5xI1unxl0PNcEwsjs7I2LJ3ReQMmZIqceDRuLMFa7cyrEtcMT%2BN%2FG8bQDQHj7AMf39YbMBtqS0yLBIdE%3D%7Ctkp%3ABk9SR9igyLbqYw
For 2004-2006 Toyota Matrix Exhaust Manifold Genuine 91772BT 2005 2ZZGE	$339.01	https://www.ebay.com/itm/294438632557?hash=item448de8fc6d:g:R5MAAOSwmD9htQrJ&itmprp=enc%3AAQAJAAAA0MQ6ReQ3IyA5EP3mVZ%2FiTiLGwG87io%2F7H8BJwqyHw1jfzDG9VBpnELC5kGAAFUw9TTVjRsokQIclf1oFkyxI3V0A48fVIlNyHw0OfRUlVbZUIdM3mT1RaMAPgrE%2FVDFx%2B%2FvqF80zzytXRkLjFW1BoID5K7p3o2JBb8Y%2FNkmWXC%2FMLaM%2FXGsYS326u9c0mzGijaNbot%2FJ4AVBNwirtN4ffSvAw%2BE9tUh5ZBPeeE6GwzzH8M%2BeSqkKNyr0I1tRZOjzTeiRvjhGeWbcFPWeHiFFZe8%3D%7Ctkp%3ABk9SR9igyLbqYw
Fit For 2003-2006 Toyota Matrix AWD Front Suspension Crossmember Cradle Subframe	$337.57	https://www.ebay.com/itm/285187815812?hash=item426684b984:g:P4QAAOSweQxjfyhw&itmprp=enc%3AAQAJAAAA8IZZ7ITw29tWbvlX3oEib7C7uzOI6HDsDfgmwkmuarsNmKocBTBdlPBasM0ouygMU1Eo2wiXEoOJaEXms42PqPp6473FXktBdp6bqx%2FOwRytzgBzr9JkekuLiNUcFaDa%2FHx1fdLnEjrZAlSbT3Z8lsgAMoXrudQWt5BioSq5xDdtefPrcGTdHjxsjkvxB2JpxP4oHoG%2F3EFEXEHso4Dpj5Pqed7arHhgZfp51Afm%2Ff%2BDEspKhZbLB9zvRanj1LFz7z%2FT0Dde2B0ZER3zWSPXGcOlhzIB2IPAXAjeKqlOlaFVp%2BPN6D6mEGGyMGm99alM4g%3D%3D%7Ctkp%3ABk9SR9igyLbqYw
Monroe OEM Front & Rear Struts For 2003-2008 Toyota Matrix 2WD Lifetime Warranty	$334.34	https://www.ebay.com/itm/204595489672?hash=item2fa2d76b88:g:FVwAAOSwkZpljRGM&itmprp=enc%3AAQAJAAAA0Dea2RFFZt41JmhuotxjPXfOeoOeX00a9bjvatTqycir3vWYphigZjbrb9EmBq1unU%2BTX6ONGFNQRy3r%2B%2B2RWPAx5nfvrBRQYMQEd2DyMBQ3uhWNtl3EEcVYtGLi55Z9N9QOVRsCmO3xvsHPLEdrN%2FddY810w1tUl%2B4d40O3XARag3iqC%2B%2FQQ6sVtcTPtKBf8WJZ16%2Bdmcrro0TV2rp3CB7QMtNSwfpryhpjZDE9J6MEe%2F9sF6j9oIoL4aybp3HC8r8b7u5ppQ--cWUy%2FW1tNhU%3D%7Ctkp%3ABk9SR9igyLbqYw
Fits: 2003-2006 Toyota Matrix 1.8L Manifold Catalytic Converter AWD 511SE116	$247.64	https://www.ebay.com/itm/155865692041?hash=item244a51b789:g:a0AAAOSwqhVlRA3r&itmprp=enc%3AAQAJAAAA8FNoBTf06NB8jmHSSKFRbnWD9PZXy519QEEHAE489aqneFKz04rvNTluheMmKoDGPHHw4RCq%2FFfpAUTU6hTUOkEfaMFH3igxtPw%2FNtMlGeicRMZA%2BaaCrGPM%2FIcX%2F3%2BcGlp3MxcX2cs839AxwaAnpYC57OTWavsH%2BfFfyV5WY6t6Y%2F74Q5E3vEUrql9AROQPa5FnLc8YRsD7TOeV7SOhe6pUgRIi9ynVnhyu8HB4aUlyBBSCE5QbH0YcvJGYBuEG1g8uItBkLa7PcxHuj5Ct53TKRvPkIvtgKnQTYsrXuOFO7MiVAB42IiGUHD1VZmv6Dw%3D%3D%7Ctkp%3ABk9SR9igyLbqYw
FITS 2003 - 2006 TOYOTA MATRIX 1.8L AWD, Exhaust Manifold Catalytic Converter	$238.57	https://www.ebay.com/itm/186256121491?hash=item2b5dbade93:g:rqMAAOSwR0tlpvxb&itmprp=enc%3AAQAJAAAA8Fgjy7g4vsu4fwipJXv12cNupOxWxujdCMTPLKPV9Mo0OKNiA69FAuDb2i88QcihesL6ZafmLF4oDaV3LWz1MvvAt7nw5XYP2uZI9Oft%2FMn4wwgBnI0SrHb%2BHS%2BTDYZ2JGb6bLYQ2qRbXOCy7R90x4955pT0f2A5cQ%2Ba45Ywc99hG9PweMZBZgvtHKerAtqMijQJ6hbVpzT7BHQto3Z5BvacrnVHQ2PmGEF%2FMOGsoiAJ%2FEMCPy4Ey5qMq1IP09MDBvQncmuphHrsypSDXFEY2PrxZAC%2F4C4WVN3ay4Cdollqd8iv%2BudtrmNfYdWlG%2F%2Bo5A%3D%3D%7Ctkp%3ABk9SR9igyLbqYw
For 2003-2006 Toyota Matrix FWD Front Suspension Crossmember Cradle Subframe 2WD	$248.47	https://www.ebay.com/itm/285187815832?hash=item426684b998:g:zA8AAOSwfORjfyyf&itmprp=enc%3AAQAJAAAA0M5lK7pX61Q7J4ppCKvTxbzWUlSetfWzgsVjzYRcBtUtviaBgwUxJaySdkFLP9HNQoa5akDKBA7izaU5dZ0UP4SIlPbT8rVVrvVXDH06jHPRZnk8yHDUZ6TXPIgh%2FbDORDyueOWLK7yxZt0woRS%2FAJypLctMsOca695KLtN03kfBw4wxXfVsyraURt7e4LxQJrM%2BW3OqXgM9%2BkdOZIve4kWica0mHG21S70zfBNu7G%2B8c4RWuVO9FPsyRzz%2FzB1JrEug%2FowV821lGCyFJpvScjg%3D%7Ctkp%3ABk9SR9igyLbqYw
Fits:2003 To 2006 Toyota Matrix XR/Pontiac Vibe (AWD) 1.8L Cat and Resonator	$215.00	https://www.ebay.com/itm/125759629693?hash=item1d47dba97d:g:v4sAAOSwGtFj4YTd&itmprp=enc%3AAQAJAAAA8IGS07s%2Fv%2BuNxd0VLDSPJkaskhSHAvCy3S2RU0YBOod%2BJEH6eUz7UE2oRBdSoU5dfPBI5Y9%2BWA9mP9y7wWe2X1nrX93bbYTM6UtgLdGiHh2TC4lsyRr2Lk29vwElw6Ip7CvnMgoEB4Q4v7FDTnXiWcRh4B7T9TGhp6kjpOcrPvmfH7jeZNgSdCZ%2FVJMmD6f%2Fjq9YFnFZYwQzu9JJyVlG0mGgj0BNg9vFKoAtzt8RCrFJT2%2BuvKHlX6%2FFxCUm1K76ArcFcZ4kkg%2FFemifBTm6NqN56krzqRL0c6GqpqYdd64OdUmnjvXaGMNl%2FDEms1D4sw%3D%3D%7Ctkp%3ABk9SR9igyLbqYw
Fits:2003-2006 Toyota Matrix XR/Pontiac Vibe AWD 1.8L Converter And Resonator	$205.00	https://www.ebay.com/itm/195587416854?hash=item2d89eb2316:g:21wAAOSwFp9j4XBk&itmprp=enc%3AAQAJAAAA8H3LT7S%2B43TDzdektv6Q34NDFJ0JSGnrioZCQ35wBFeXIVjlELzmZcaP1I9xJmXnwVpnRs%2BypLBxRqC2DtFFaUkwIS%2BOutWeKLmrQA5sOPlLWxxlW8%2BRwf7TtKd3FMDDB8S4HzzMaiiWSyp6umqMqsUrzzGg0VJAqDU2dhtrYruNo7C0zabIwJO4S56UC6AUG26Y148GB2lOBb7%2F5cqtoUJmO0YagA6qXl60uGCyELZMSxJgkP5aJFTjC1Qwa15Wqawc1Z6FntfH9iqoK1DCxvos%2FUXFO5WUYuPWBlg0YUVClj8mrFgTb%2B1Dj5HHcBihxA%3D%3D%7Ctkp%3ABk9SR9igyLbqYw
Fits: 2003 2004 2005 2006 Toyota Matrix XR/Pontiac Vibe AWD 1.8L Res And Muffler	$205.00	https://www.ebay.com/itm/125761880507?hash=item1d47fe01bb:g:XdIAAOSwzIJj4-yV&itmprp=enc%3AAQAJAAAA8FaLX77g690miNb2n%2FqZmWBTMexmBq0pasPFM3qNZAhUivUBlcljIBraWqPoFDxQQaC3CqZJ7%2Ff%2Fb75FE7lz4fqWabJa0FxESUmiaLDWnXAgPc0IJApuF7Hk7q3BpczGrWT8tJul6ql8IeIXIZAWS58mfzdefWl5FHvY%2BR%2Bay%2Btsa1vEFkifXPVdKD9f%2FeknZmfnuptHdN1SDXAwcN%2Bqephoc0l0RMRxLA%2FuwDVJTnxXsvjg%2B0qYVlIxSuZMusIvO8t2o0GKj4tbBOhaqzoJfecMb4heI%2BRX%2BEjB9xe1SVx2s3SS8hI%2FmdRVqsj9%2FredGA%3D%3D%7Ctkp%3ABk9SR9igyLbqYw
Fits: 2003-2006 Toyota Matrix/ Pontiac Vibe 1.8L AWD Cat Converter & Resonator	$195.00	https://www.ebay.com/itm/175215257171?hash=item28cba4a653:g:gCUAAOSwCC9j9QPE&itmprp=enc%3AAQAJAAAA0LZbXrU4mPme4UODTEMB4iOAkD%2FP%2BHSkBtCZ98GDyuc%2BJl7odVWjlxUAPBsMa%2F5BJrNqB%2BR%2BxlOR4MceB0ir15fiuIHKfOlDaAk10yf8vwCUtDgYWrZlUjOIfk8JeQDqynAsZ229UxK85gAA%2FUUoYVyP6cqHBVA%2BXRXWfbkwbac2JxAhBkILNOrfthkfN1y35GOelB%2FA7ytbKc6ROVo4yw178jyz1YDQME6nN%2B9F6HWoXfBcvhxWYevBbsQ1FfOtsiT01OzCrEUTB77%2F3%2FX8Itk%3D%7Ctkp%3ABk9SR9igyLbqYw
Fits: 2003 To 2006 Toyota Matrix XR/ Pontiac Vibe (AWD) 1.8L Resonator & Muffler	$190.00	https://www.ebay.com/itm/195589766983?hash=item2d8a0eff47:g:efMAAOSw4N1j4-tA&itmprp=enc%3AAQAJAAAA8BZxkyfyO8WT1FOmVSfqzRu44cC8oY9NgTOvOc%2B8sYv2JaHUPfeQDdc4pHiaOwfdEpDnLpe0F4qya0EUV0020WaHrSAIeLXtvzMuYH5LyEa%2B60NibiflFDJVGJLILs%2FAM1Yx25KXX98yN2v2dIrmw2CMa6qu9wcFwRv5N1uNYRiQLjLnwTG2AGcqE2O3s%2FbbWCo5sVsXimD6IMlNspiDcEUYx%2BgL4e60nK%2BfuYOfli5EP41KYcECWUMOKE1d8ac8Bq3qGEe4B3W3al60gfBxlL5sF%2BsdHYNO9al%2FmLcwLrDJKtcDgFMIxMb7EynQZ3KB0Q%3D%3D%7Ctkp%3ABk9SR9igyLbqYw
2 Front CV Axle Shaft for 03-2006 Toyota Matrix XRS Vibe GT 2WD w/ 6 Spd. Manual	$208.05	https://www.ebay.com/itm/255425589290?hash=item3b788d302a:g:o7wAAOSwVzBiKqGi&itmprp=enc%3AAQAJAAAA8Em3zGP4XRU3CwupdG7n00GLCeC1bPvpNKtWpko6NSo%2BJF4LSURGDhxIt3gYvbG5ijT8k8dwtx2Pa%2BPBXH1Xn%2BNuO%2F3AQhTvZ6vn2SNFQxSQAOz%2FVFObD818FnqYtjht8DVhqstTlGx%2BQN4yHeyTwosMhwPMgFdCW%2FNAqppY5IuuAM5BPLo6PJHsPiRYOquVpvWz%2BBMKhKligelCu9QI8zDj8XxFSu2%2Fg%2B2vcF8X6e02aZXsIC6lK1SUvnPa3F0X1lVv6b2gs3GXsB7uU7Y19%2BkVGeJVk8v3JPS99%2FD9teNSfHFj9fpdcXr%2F8uwsxw%2BFXw%3D%3D%7Ctkp%3ABk9SR9igyLbqYw
Rear Catalytic Converter For 2006-2009 Subaru Legacy Outback 5 Year Warranty	$199.96	https://www.ebay.com/itm/315166880840?hash=item496168f448:g:hyEAAOSw5ltl0zru&itmprp=enc%3AAQAJAAAA0LjlZ2NrJK%2FXSCbUKo84S9K8WWdyVMtWdR4ALBwSPd5oUy8t8ExgH0bIy%2B1l%2BXeaT3p2iYRwTcBOiXwYXnG4shmMEBch5pKUdLRoi%2BhQfB6YjrukenJa8dgRyGxqfL7YBz4NL6pqfntt0Tn8xYTWWI2RGGJixKP2ezni3BYRTWDfUDEByDiaAlBeowhpZ%2BaRWiN0hmttV17X8oJwtzEPUupcsccjGN9GOqc7no66Kfia8eVqCMpdpMvILMI4l3fGwAxCGameCReeQbl3yzLQfJ0%3D%7Ctkp%3ABk9SR9igyLbqYw
Fits 2005-2006 TOYOTA COROLLA 2ZZGE,FWD,Manual Front Left Right 2x CV Axle GSP	$197.99	https://www.ebay.com/itm/333817654543?hash=item4db9152d0f:m:mOOzWABZbhmmM9sTmehfOKw&itmprp=enc%3AAQAJAAAA8MHRDo%2FtbsyghlMAQX2sPLhXpv29O3M5UgArO7G81bI1mGXFB9t8tuJGdJ9sJu1jwM75HY4KXiAlJnC2pm6EUiPqRlEENSTVVRCw8z%2B5WVsqGMA2cVYFmgbiK%2F6Gi5q1Zud1EFlrbntynBBplR2f3uJCe5umSTbjtRTySSoXk4GeeOu7mggpzNzgY9LCG9NlUem2e%2BN5Ruak3iKmfVXnbQLr1ywe%2FDvhSHi2nAyFd3P7A5BPXFuOzebNOwT2MHsviNwYcAKau3ygIvPCb6vpY6rkjpEP5Q4KSmsU%2FSRu0WjZ0pG4qm7%2FFBaECOPnRw5%2B%2Bw%3D%3D%7Ctkp%3ABk9SR9qgyLbqYw
Front Left & Right CV Axle Shaft For 2003-2006 Toyota Matrix AWD with Warranty	$174.05	https://www.ebay.com/itm/404856339693?epid=231381035&hash=item5e43517ced:g:9uwAAOSw10ll8Hyc&itmprp=enc%3AAQAJAAAA0EFn7Isvky6X8futW%2BmPp%2Fx8r4ksIflvHHGxmOwXppxXbrEh6H5b1WG7p6Ju7cC8n1AZ9IW6XrLnw%2BlMBnzgvATK4sF%2FUYhbcaTlhW97d4%2BL6Ph60b%2Bv%2BxKGwTkHGXh34SZl4acrNKEiPdhWH3DdZQ%2BvA0t5xrs2tPmCFbbOQvVfKolFlydin1nsVfNya7B9lI0fjpAZytZZLTYmeWH6ZgJ7mEuVzI%2BvZNwFMBoRgmCc0wco%2B3usjCS%2F2QILsYPDHUcZ6wlzskHSQqPfNJP%2B1j0%3D%7Ctkp%3ABk9SR9qgyLbqYw
Anchor 17JT75R Engine Mount Kit Fits 2003-2006 Toyota Matrix 1.8L 4 Cyl 2ZZGE	$156.50	https://www.ebay.com/itm/186007234984?hash=item2b4ee529a8:g:Ks8AAOSwoGVkwXUt&itmprp=enc%3AAQAJAAAA8OxwlVL0fqC16U4q9yhwmLsLlE%2BRbM%2BYWLD4os3pCf8gh2bQDqCEQh6%2B6ekxcMsBsDj4%2BWpx7oJXIdeAUM06wdlyBBgl7zij8ZSyPWiVmO%2Bk5x4kdaFDjocuaFYtVt0KXu78KHnaBAVGvkOkhljja333OKSvlkBAT2rsA47IIhRA4bePYSQqK5TjjTueGtJUcOUhk4rCVA4T0fz3XPEK8SY5xirgRjl5h%2FBLoK829MFxqWp4C%2BN9Or5DS9PWjJclbv5L9lZVLGbzuE%2FG%2FDdOYRzeSOmwz8giWJ5HmIU%2B3uPFfchC3UEHJ4wxWkTARNabxQ%3D%3D%7Ctkp%3ABk9SR9qgyLbqYw
Pair For 2003-06 Toyota Matrix 1.8L AWD Front Wheel Hub Bearing Knuckle Assembly	$155.44	https://www.ebay.com/itm/386902436252?hash=item5a152ea99c:g:8KkAAOSwwg1k-9H7&itmprp=enc%3AAQAJAAAA0KSOPMN97nHT2WpTo5WRFRfoGYCXhpUJGvNGjHtUM9N%2FzRuzpv4Ua59EA5roI4a%2FiE9mASRUc9ft0nBHXJ3Jpjmi6ZkScsLB1b2e%2B0rN1Obhv%2FSqJYc9ffZZStaw5ags5u4woNRtalwcVkQFEXgReUx%2BdX3eVDVifamizGx18wKyhP6VpI5kz4upF6iyWaLhrHW3Wjs7S0jLg5hvsqH25QJCMrOR8oe44UjdUwqwYuYagZc7cU7oLJ82Ke8k7q%2BO5WhBNT%2BHcENrx66c8lK6X2g%3D%7Ctkp%3ABk9SR9qgyLbqYw
PAIR FOR 2003-06 TOYOTA MATRIX 1.8L AWD FRONT WHEEL HUB BEARING KNUCKLE ASSEMBLY	$152.08	https://www.ebay.com/itm/364804699043?hash=item54f00df3a3:g:U8kAAOSw1eZl~kZd&itmprp=enc%3AAQAJAAAA8GaPO5NxcbP6OBSG%2Fh1sTSZ06oCVWl4WiO6DX7veYydZU3oqHQHdKbqq6Z2fJ7nf78i3XivTgnuZwwTFuBFtGN7VwBeMAboHYLGjgAKUQPWFPx%2BLY1N7lbHtCqdqV%2BX7BdTkbdoX5Ckxgc3bSWhGVumdyRBHcVzoa62NzwD8ErHnE1Eq%2F0%2BdvDZEqOIkuXHI%2FHalED6k%2BBZ84VrUoTxI02IADwOXfHppuVwn2dqsIKJobJYZxfTWnq71FuVLkZODB289Jaw2z0cyfPVABLi3lDeziXMAivEvYWI1JnJ6%2B5OWlCAHyezZSQxGNT0Flu%2B96w%3D%3D%7Ctkp%3ABk9SR9qgyLbqYw
Front Wheel Bearing & Hub Assembly w/ Knuckle Pair for Toyota Matrix AWD	$151.99	https://www.ebay.com/itm/374224249869?hash=item572180e40d:g:Lg0AAOSwGIlj1sDX&itmprp=enc%3AAQAJAAAA0MtSGuupqalE6pXcVN9%2FrtAF%2BRBQ6%2F33kculpRtHvMMm4MeIiIeRAj9EZ6%2BCjD%2FwOrrzY4DSQaX2rGfc0%2FwGIqz2ntzbPUsWmk43mks12mLP0njXLBwTEShSjJcvQ634AOQctMAk7ju2l5n1har4KzBaSHQZD%2BRYldN23IStn9%2F14n1p97SXrq48MIKsl2zXdFGgkhCS9%2F0RhzfnS51xL8uRPsxabPVRWPPrCYwYzSx%2FZyZ64%2FcyVPvkj%2BjFJ%2BijY7wg05DbFB8uizrCk3Cgow0%3D%7Ctkp%3ABk9SR9qgyLbqYw
